content
做活动的时候买的，价格比较合适，但是说真的，显脸大，别的也还好，颜色挺正的，很适合秋天穿，下图是与我自己的运动鞋的对比
每天陪老婆早晚两个4公里徒步，特意穿了一周才来评价，鞋子合脚舒适发力顺畅。 鞋子的做工精细，用料考究。以后就是它了。
16年初的鞋子，所以比较便宜，但确实很好看也蛮舒服的，感觉值得
挺好的16年产的 但是穿这也是挺好的 跑步很舒服
鞋子还没穿，试了下挺舒服的，只要不磨脚就行，颜色特别骚气😂😂😂
鞋子穿着还不错，也很喜欢这个颜色
颜色靓，价优，鞋轻舒适，喜欢
买过几次了，轻，女儿喜欢。
不错，要买大一号，鞋前部有线头，这个避免下就更好了。
上午健身房运动后来评价一下 总体是好 很亮眼 不难看 不难看 不难看 重要的事情说三遍 教练也夸很漂亮 图片都是前置摄像头拍摄的 实物就是这个颜色 骚粉骚粉 😂 但是上脚真的很好看 随意搭背的衣服 也好看呢 再说跑步吧 可能鞋底没耐克的踩屎感 也不算很硬 我是慢跑 感觉也不重 刚开始穿的时候脚背有点压脚 鞋带松一下 也无大碍 健身房用跑步 健身都很赞 本人原本38的脚 细长型 因为没有半码 拿的39 鞋头前面留有一点空隙 跑步 50分钟 不逼脚 后跟也不磨脚 刚刚好 提醒小仙女们 如果太跟脚 后跟位置可能会磨脚哦  鞋型设计是我很喜欢 不显脚大 哈哈～很喜欢 用心码字分享给小仙女们～
颜色艳丽没有色差，大小合适。上脚很舒服，物美价廉～
漂亮舒服。跑步🏃就是它啦
很好看也很好穿
总体还是可以的啦，我穿37买的37.5不大不小刚刚好
超级喜欢
帮妈妈买的，很好
很漂亮，颜色鲜艳靓丽，鞋底凹进去一点，应该是减震吧。跑步好舒服，鞋底支撑不错。就是有点热，可能是因为天气太热了吧。一起几双，都合适！轮流穿。
穿起来很好看，不仅跑步能穿，平时搭配深色衣服也可以穿，比较满意。
卖家发货快，鞋子还可以。
老婆说很舒服
和描述的一样，良心商家
怎么不是南通发货呢？山东的
收到货就试穿了去跑步，很轻松，平时穿38的鞋子，这次买的39码有点大了，鞋子颜色好看，有需要继续光顾
超级炫，喜欢！
和描述一致，我平时穿36码的旅游鞋，这个买37大一码。质量很好，打折价钱划算好评五分
不知道为什么快递盒是伟伦电商😂鞋挺好看的跑步也舒服，就是站着的时候鞋头附近会有点凹，其他都很好～比心
鞋子穿鞋合适，舒服，标准码，只是刚收到货淘抢购就降了几十元有点不爽
不错很喜欢，很轻，尺码合适，下次再来，
囤货，等穿上了再评论
鞋子还可以，以后还会再来买。
质量是不错滴 没有跑步穿 平时外出穿也很好看滴
很满意的一次购物
非尝不错价廉物美
此用户没有填写评论!
很好，很满意。这个价位也合适，用来健身的，不错
今早跑步感觉还行鞋底防滑弹性好
鞋子挺轻的，颜色没有照片亮，实物的颜色比较暗，有点侉
穿着舒服，外型漂亮。
鞋码正，穿着舒服不挤脚！
老妈很喜欢，说穿着很舒服
鞋还可以，就是脚背高或者宽的感觉太紧了
专业跑步鞋确实和普通运动鞋脚感不一样，昨天跑了五公里，以前在路边跑完脚踝会有些疼，昨天没有感觉到疼，减震很好。 颜色适合夏天，我是小内八，这双确实适合我，大家一定要根据脚型选鞋，不然没有用
脚感非常不错，很喜欢，这个价格能买到这质量的鞋子，很很开心！多谢客服建议的鞋码，很合适，关注了本店，以后跑步鞋子就定这家了，本人良心评价！祝店家生意兴隆！
非常完美，我的最爱。
非常轻巧舒服，划算！ 按常规码就行了，，跑步颜色亮点也无妨，，
这双鞋子一直在购物车里面，这次刚好有优惠，就毫不犹豫的下手了啊哈哈。以我的审美h来看，我觉得真的很好看啊嘻嘻嘻，但是她们都不理解我的审美观，觉得这双鞋子太花哨了，没事，年轻就是要多姿多彩。宁外这双鞋子的质量很好，性价比也很好哦，但是就是有点厚，更加适合除了夏天以外的季节穿。但是真的好好看，越看越好看的那种。嘻嘻，有审美跟我一样的嘛，就不要犹豫了。哈哈😄
此用户没有填写评论!
颜色很喜欢，但是太闷，不透气晚上跑步根本穿不了，只能放着了
不错，已经穿上跑步了
一直穿他家的跑鞋跑步，很舒服！这双鞋颜色很亮，适合夜跑！公路跑和塑胶地试过，缓冲回弹明显，不错！
鞋子高档舒适，还是那么的可心。就是鞋头的粉色有些屯
很漂亮
挺好
说是要拍比标准码大一码。买回来大的要死，
鞋子很舒服，鞋底软软的有弹性，舒服！！
感觉鞋子特别硬，而且有点儿捂脚。没有NB的跑鞋好穿
穿着舒适，色彩靓丽
在微博上看到一些人说亚瑟士的网球鞋说着很舒服，正好活动看到有折扣，就买了一双，以前从来没穿过，当然我不会打网球所以买了跑步鞋。鞋号很合适，穿着去跑步机玩了一会儿，还是不错的。推荐买。
特别好看的一款鞋，价格还超级便宜，喜欢。
还不错，很轻便，鞋码我合适
尺寸正合适，外观美，很喜欢。
比平时买大半码就正好。
舒服，一直都是喜欢他家
很好看 跑了6公里脚掌疼
此用户没有填写评论!
与描述相符，满意。
之前拍大了一码，联系客服换货，没有任何犹豫，干脆利索的换好，很满意
还没有试，先好评！
一如既往的好评
运动鞋到了，这么热的天快递小哥很速度，试穿挺舒服，鞋底很软很弹，样式很炫，第一次穿这么鲜艳的运动鞋，感觉挺靓丽，等穿一段时间再追评。全五星好评，祝商家生意兴隆！
看了好久，最终还是买了，价格太美了，请假都说鞋子偏瘦，我觉得正常，平时穿多大码就买多大码就行，运动鞋本就不是来受刑的，有松动量运动起来脚才会舒服的，我耐克38，AD37，一般都喜欢松松的，这款就买了38的。
神州平地声雷，飞沙走石，大雾迷天，朦胧中，只见 顶天立地一金甲天神立于天地间，花见花开，人见人 爱，这位英雄手持双斧，二目如电，一斧下去，混沌初 开，二斧下去，女娲造人，三斧下去，小生倾倒。得 此大英雄，实乃国之幸也，民之福，人之初也怎不 叫人喜极而泣．看着交易成功．我竞产生出一种无 以名之的悲痛感一啊这么好的卖家如果将来我再 也遇不到了那我该怎么办？直到我亳不犹豫地把卖 家的店收藏了，我内心的那种激动才逐渐平静下来 可是我立刻想到，这么好的卖家，倘若别人看不 到，那么不是浪费心血吗？经过痛苦的思想斗争，我 终于下定决心，牺性小我，奉献大我。我要以此评 价奉献给世人美阅，我要给好．评到所有人都看到 为止！
鞋子的质量不错，是不是正品到没晓得，穿去打球还不错，颜色也很好
拿到就迫不及待的试穿了，颜色很亮我很喜欢。脚感可以，同学都夸
颜色是比较花啦，但是运动时间就要高调，大小刚好。
给妈妈买的，她已穿了几天，很喜欢。 周围朋友看了也觉得好看。 颜色鲜而不乱，可以刺激运动欲望。 医师看了也赞呢。 祝穿上这双鞋的所有妈妈和即将当妈妈的人都健康长寿、快乐幸福。
鞋子穿上非常舒服，颜色太漂亮，很喜欢
鞋子的颜色很丰富，很好看，尺码标准，穿起来很合适，很舒服，活动价购的，比平时便宜不少，总体很满意&hellip;&hellip;
颜色非常好看，质量做工满意，穿着很舒服，感觉尺码偏大半码平常38.5的，这款38的正好
质量好，穿着舒服，颜色也好看，很满意！
鞋子的包装很好，配色非常亮眼，准备今天试跑一下，摸起来很轻，应该很适合跑步。
还行吧
买来就穿着去旅行了，脚感很舒服，618活动性价比超级高
买了几次了，鞋子很舒服
虽然是16年的旧款，但很喜欢这个颜色，这双38码的正合适，春秋锻炼身体时穿正合适
鞋子是正品，已经买过几双了，这双是给丈母娘买的，她很满意，第二天就穿去旅游了！这家选的物流也很迅速，包装很好，非常满意的一次购物！
挺好看的 就是小了点
女儿穿了不错，还没有真正跑步用过。希望真品就好
这是第二双，穿着非常舒服，每天跑步换着穿。
都已经拒收了，为什么还给我发过来呢，都和快递员说好了，都取走了为什么又放回来了
亚瑟士的鞋无可挑剔，很赞！颜色靓丽，喜欢！
鞋好看 尺碼有些小
试了下，很轻，起脚，就是感觉鞋底硬
好穿，而且鞋带也是绑好的，这样的服务我喜欢
样子颜色都很好  一直穿这个牌子  卖家态度也好
鞋子挺好。穿着舒服
很舒服，朋友推荐买这个牌子！
超级舒服的鞋鞋！质量没的说！！！
不错，穿了才来评论，适合跑步穿
跑步挺好的
满意的一双鞋，很轻便
穿着舒服
此用户没有填写评论!
老妈很喜欢
非常舒服，好鞋。
鞋子很好。很轻
第三双了，非常好。
He很好👍
好看，穿着舒服
发货快，一如继往的好货～
宝贝跟图片特别相符合，颜色很鲜艳，穿起来很轻便，不如气垫运动鞋穿起来那么舒服，但是性价比还可以！物流也不错，挺快的！
鞋子质量不错 没穿过亚瑟士的 也为大家辨不出真假 穿穿看吧 但鞋子有一股塑胶跑道的味道 可能材质就是这样吧 不清楚 但快递很快 很良心 必须5分 至于踩屎感 没踩过💩 也不知道是啥感觉 哈哈哈哈
第一双亚瑟士我就爱上了它，也是第一双这么鲜艳的鞋子，颜色非常好看，赶着活动买的，很便宜，穿着很舒服，希望穿着这双鞋轻松的跑个半马，刷新PB
小猪佩奇色哈哈哈哈室友问我为啥要买这么骚气的颜色&hellip;&hellip;哎妈呀，明明很少女心哇。
这个必须差评，一个差评给服务态度，一个给货，设计的鞋舌上的鞋带扣是歪的，但你也得歪对称啊，不对称还要强词夺理，客服服务也有问题，必须差评＋投诉
必须好评！鞋子很不错很舒服，很喜欢😍而且客服的服务态度可以说好得没话说（因为自己蠢造成了一些问题，老是骚扰客服，而客服也很耐心给我解答和最后顺利收到了货。）所有必须好评！
穿着跑了一次，还不错。
鞋子尺码偏小点，但质量很好，很鞋，穿着跑步就像一道亮丽的风景线
不错，都可以。当时听客服的，买大一码。回来后穿着合适。快递给力。
穿着很舒服，颜色漂亮，卖家发货也很快。
此用户没有填写评论!
朋友建议的品牌 因为网上购买 所以选择低价款。 鞋底厚度非常好 但下雨天打滑我也是真真的感受到了&hellip;
非常舒服，也不臭脚，同事也说穿上好看，唯一美中不足就是线头有点多
舒服透气，版型偏窄，老妈脚比较窄37的脚买了37.5正好！宽脚可以买大一码！
弹性不错，包裹性很好，还是需要买大一码
此用户没有填写评论!
最好的跑鞋。么么哒
穿了三小时的我的脚
颜色是孩子喜欢的 还没穿 第一次买这个牌子 试试看
鞋穿着很合脚，很舒服，颜色也很喜欢
跑步还不错吧，颜色也还行
没有色差，母上喜欢的不得了！好评！赶上活动真是太合算了！
有点骚
此用户没有填写评论!
超级棒，穿起来很舒适，外形美观，物流也很快
喜欢，颜色漂亮，尺码准确
鞋底很舒服，鞋型的确瘦
非常漂亮，妈妈很喜欢，赞👍
很骚气的颜色，好喜欢。
非常好，女儿很喜欢。
此用户没有填写评论!
买来送我妈的，妈妈很喜欢
买大半码或者一码
很喜欢
买的新鞋子，屯着，还没穿
鞋子舒服，第三双了，物流也够快，全5分!
闺女很喜欢
此用户没有填写评论!
还回再来  买吧物超所值
给婆婆买的，婆婆喜欢。给好评
还可以，经常来买
不错，穿上舒服
鞋子穿着非常轻便，而且配色也很好看，适合春天夏天穿，细节做工质量都挺好的，嗯建议买大一码
好看
老公脚踝曾经受过伤，所以对鞋子要求很高，向我推荐这个牌子的。样式多样，很多看着挺亮的颜色穿到脚上效果更好。这双鞋是给参加中招的外甥买的。颜色低调，没办法，他喜欢黑色。卖家服务好，退换货方便，不拖沓，有大牌风范！
之前买过一双亚瑟士，小囡很喜欢，所以再次选择亚瑟士，本来想五一节给小囡一个小惊喜，但是这次选择的款式颜色，跟小囡的同桌而且是上下铺的同学撞鞋了，这次的马屁拍到了马腿上，相当的尴尬。看来以后还是得跟她商量一下，征求一下她的意见。说了那么多，没有任何贬低的意思，鞋子没有任何毛病，大家可以放心购买
不错呦，老妈评价说巨舒服，只有自己鞋子图图片，这双鞋跟我去过好多地方了，真心棒，信价比很高很高饿鞋子
鞋子没问题，颜色很棒，上脚女朋友也说很舒服，就是鞋盒子破损，这个感觉有点不舒服，还希望多加注意
实物颜色有点土，嘻嘻，真的有点土，但是穿着挺舒服的，第一次购买，感觉还不错，以后买双更好的ヾ ^_^?
超美，就是脱鞋子的时候鞋垫总跑出来
鞋子收到了，今晚迫不及待的出去跑了9公里，很舒服，非常棒的一款鞋子，还会再来光顾的。
好漂亮的鞋，用来当排球鞋~\\(≧▽≦)/~啦啦啦~\\(≧▽≦)/~啦啦啦~\\(≧▽≦)/~啦啦啦~\\(≧▽≦)/~啦啦啦~\\(≧▽≦)/~啦啦啦~\\(≧▽≦)/~啦啦啦~\\(≧▽≦)/~啦啦啦~\\(≧▽≦)/~啦啦啦~\\(≧▽≦)/~啦啦啦~\\(≧▽≦)/~啦啦啦~\\(≧▽≦)/~啦啦啦轻飘飘的，好喜欢~\\(≧▽≦)/~啦啦啦~\\(≧▽≦)/~啦啦啦~\\(≧▽≦)/~啦啦啦~\\(≧▽≦)/~啦啦啦~\\(≧▽≦)/~啦啦啦~\\(≧▽≦)/~啦啦啦~\\(≧▽≦)/~啦啦啦~\\(≧▽≦)/~啦啦啦~\\(≧▽≦)/~啦啦啦~\\(≧▽≦)/~啦啦啦~\\(≧▽≦)/~啦啦啦
舒适度一般 颜值还可以
非常好，尺码很合适，妈妈很喜欢，速度也很快
穿着舒服，弹性好
穿着挺舒服。尺码准。感觉挺炫的，但评论很多人说给自己妈妈买的，少女心受到一万点伤害。
很可爱，可以开始跑步了
抱歉忘记评价了 收到以后就穿去健身房了 颜色超清晰 哈哈 高强度 跑步 穿着蛮舒服的
鞋子很好，穿着舒服，就是颜色对我来说有点太鲜艳了。以后有需要会再来。
还可以，喜欢粉色
鞋大小合适，包裹感好，就是右脚的鞋舌有些硌脚
因为鞋子很漂亮，所以就算担心鞋码可能会大还是买了，结果真的大了。。现准备出，36码，穿过一次，吊牌剪了。有要的妹子可以联系我～
买的鞋子大一码 穿着正好 我妈说穿着挺舒服的
尺码大小很合适，穿着轻巧舒服
尺码非常合适，颜色漂亮，还没有穿，先欣赏一下
好轻，好舒服，美美美美美美
鞋子漂亮，穿着舒服，老婆很喜欢。
鞋子收到了，挺满意的，穿着舒服，鞋子不重，过几天可以跑步了
颜色好看，没什么色差，粉色稍深一些，但是夏天穿还是觉得热了
