content
此用户没有填写评论!
此用户没有填写评论!
鞋子很轻盈，穿上去很合脚，十分值得信赖的产品！
此用户没有填写评论!
包裹性很好，底子也软，明天跑步试试。
旗舰店买的还是比较相信的，码子挺合适的，送人的，感觉还不错的样子，总之是推荐的，买的时候刚好有活动，会便宜一点，但是也不知道平时的价格如何。怕我替哦我饿林业局哈我咋联系咯我现在去找你啊就是那个男的估计亏了我卡提肯么可以胡总
跑了两天之后来评价，减震感觉很好，对于体重比较大的我来说，在塑胶跑道穿这双跑起来毫无压力，买的大一码半的，松紧很舒服！
真,心不错👌对得起这个价钱，我现在发现越贵的反而没有平宜的好穿、真是不明的什么原因，我买了八百的还不如三百多的脚感好、越来越爱这个品牌了，已经买了不下十对了，以后也会继续支持你们的
特意试穿了一会脚感很好，透气包裹性很强。走路跑步也不会觉得脚在鞋里滑动。一直想买双亚瑟士的，这白色的还蛮百搭的。做工真不错。没什么瑕疵。这个价位的鞋都还是亚瑟士的穿着舒服。有支撑，完全入坑了，以后还会入手的
挺舒服的，脚宽建议买大半码
此用户没有填写评论!
很漂亮的鞋子，好几年都是穿这个牌子的跑鞋，很舒服的。满意。
鞋子总体还可以，穿着也挺舒服😄
此用户没有填写评论!
到货快，包装完好，鞋子大小合适、颜色很白，做工精细。
对亚瑟士关注很久了，第一次买先买双便宜的，没有让我失望，非常非常好的鞋
Convenient Logistics.Honestly speaking, it&rsquo;s the first time I&rsquo;ve tried Asics and it&rsquo;s given me the surprise that I never expected before,  a real running smasher, perfectly suits Asian feet with a similar experience with Ultra boost. BTW do wear your long socks that cover your ankle or your ankles gonna get scratched!
帅气
包裹性好，脚底感觉好！第一次穿，性价比高！
鞋子不错很舒服，鞋底挺厚也很有弹性，物有所值啦
鞋子刚收到，没有什么难闻的气味，这个价格很不错，款式很好看。性价比相对很高，试穿了一下感觉也很好，，透气不错，特意买的白色运动鞋，适合现在穿，百搭，快递第二天就到了，小客服也是一直耐心讲解。五分好评
东西超级好，老公很喜欢。我还会买一双
跑起来很舒服。穿在脚上软弹软弹的，穿上就想出去走一走，要是有钱我就一下买两双。愿天下跑狗都能有一双xxx同款。
十公里内跑还是内问题，包裹性不错，做工业还可以，应该是正品路感有点硬，有点烧脚，再有就是白色不耐脏
大小合适，穿着舒适
夜跑很舒服 休闲穿也不错
真是太棒了，非常轻盈
感觉像垃圾一样！
嗯，穿上显脚大
鞋子味道有点大，300多块钱应该买不到正品。将就着穿吧！
此用户没有填写评论!
太好看了
第一次买这个牌子，总感觉好像哪里不对，或许是没穿过的原因吧，鞋子挺舒服的，就是味道有点大。
很好看，很轻便，鞋底很软，就是圆通快递出了点问题
此用户没有填写评论!
这双亚瑟士版型是很好看，踩实感很棒 290的价格也值了
蛮好的 一直在这家买
此用户没有填写评论!
很棒，耐穿又耐看。
很好，穿着很舒服
