content
第一次在旗舰店买亚瑟士的鞋子。和专柜的一样完美。关键价格要更为实惠！包装完整！还会继续光顾的！祝店家生意兴隆
以前在淘宝或者天猫购买东西时，都是系统自动好 评, 基本没有认真评价过，不知道浪费了多少积 分， 现在才知道在网.上购物评论积分可以涨气值 呢，这才知道评论的重要性，这个福利真是太赞 了， 妥妥的每天都来评论，赚积分，&lsquo;下 次还能抵现 金用，评论80个字以.上，可以得到50积分 鞋子非常好，第二次购了
款式新颖别致领导远足专用设备
里外两层包装盒，外面是伟伦电商的包装盒，里面是亚瑟士的鞋盒，显示产地柬埔寨，有合格证和售后服务卡，目前能看到的商品信息如图，供大家参考吧，鞋码平时穿37，我脚骨架宽，所以这双鞋选大了一码，正好，视频里和三叶草stan Smith的小白鞋对比了一下大小，小白鞋是4.5UK码的，个人觉得和这双穿上的感觉一样，鞋子还不错。
鞋子不错，蛮合脚的。原本打算买38码，听客服建议买了39码。拿着蛮轻，明天试试跑个五公里看看感觉。哦对了，另外，客服的服务态度很好，这点值得表扬！
平时穿37 38选38刚合适 刚开始穿觉得显脚长 看看也习惯了 舒适感也不错
鞋子挺漂亮，亚瑟士的配色还是值得肯定的，蓝色的比图片上看起来好看，美中不足的是鞋子挺瘦，适合脚瘦的人穿
很合脚，特别舒适，能穿到一双舒适的鞋，心情都很愉悦，比心。
想跑步锻炼一下，就买了亚瑟士的这款，不贵又不丑，穿着也很轻便，挺适合我这种随便跑跑的人。
emmmm.....平时38码，这个得39，看了好多评论，都说会稍微小一点，果然没错~ po脚背高，穿着有点显脚大，应该拍黑色的。但是穿着一会觉得挺好看，就没舍得换😂😂😂 第一次买亚瑟士，感觉还不错~
挺好的，刚开始穿，之后会追评感受！
好亮，喜欢低调的还是选黑色的吧
没有色差，色彩很好看，网面占大多面，防水性能估计一般般。内置柔软，舒服。 脚垫底部弹性也足。 休闲穿可以用很久。
不错，亚瑟士就是很棒，不愧是跑鞋之王，普通鞋都不错，买给老妈穿的，说不错。
很不错正在用，喜欢
非常漂亮的鞋子，很好的卖家，发货快，物流快全五分。挺喜欢的，本来不太中意黑色，粉色没号儿了，价格也能接受就不太情愿选择这款。没想到打开后非常好看😊满意，上脚轻巧，很有弹性很舒服。脚不肥大正常码数。会帮你们宣传出去的。谢谢朋友的推荐。
还没开始跑步，试着用来散步，走起来特别舒服^_^
大小正好，穿着舒服，颜色靓丽，鞋底防滑效果也好。
刚买来味道还是比较大，闻着脑壳痛。然后当天晚上试跑了一会，不是很轻盈，穿着也还行，没有挤脚的感觉。这几天一直下雨也没出去跑，试穿一段时间后会再追评
鞋子轻便舒服。
是正品，是官网授权的店，穿着舒适，以后还会再买的
外形好看，穿着舒服，女儿喜欢
平时穿39码，这款买的39.5，穿着大一点，不过挺舒服的，不累，搞活动的时候买的还不错
穿着轻便，透气舒服，不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错不错
应该买大半码
舒服合脚，上来就跑了一个十公里
真的就是还行～
全家穿亚瑟士，超级好！
很棒刚收到  还没有穿
感觉比平常大半码会更舒服 可惜没有尺码了
一开始拍的是39的蓝色，有点挤，换的39.5的黑色，正合适。但是刚穿的时候会感觉踩在泡沫上，吱呀吱呀的，还有点磨脚后跟（出去散步回来起个大泡）。穿着穿着就好很多了，后来出去散步我用了防磨脚的膏子哈哈(ಡ&omega;ಡ)hiahiahia只能说舒适度一般吧，毕竟不贵，感觉不如李宁的超轻～～～
很喜欢的鞋子，暑假正好进行夜跑
平时穿38&apos;买的38，穿上以为紧，出去跑了一圈，合适。第一次买跑鞋，不知别的跑鞋怎样，这双我觉得鞋底弹力挺大。听说评论好多好多字才有积分，这个评价模板挺好用：质量非常好，与卖家描述的完全一致，非常满意,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物。
