content
款式很好，喜欢！没有什么瑕疵，周边有点胶印，试穿感觉鞋底稍稍有点硬，试跑后再追评吧！
鞋可以，就是码数有点小。我平时穿39的这次换了39.5的码还是有点小，可是已经穿过了又不能换，大家要买比平时买的要大一码
穿着很合适。做工各方面很不错。
此用户没有填写评论!
我160斤跑步根本没有回弹，全部是鞋垫软点，鞋底很硬，跑步效果一般。
鞋，真不错，收到后穿了几天才评价的，脚感很舒服，也透气，喜欢
很弹，特别轻  上脚舒服的很   亚瑟士的通病都不咋好看  但是是真的舒服  比boost更加舒服感觉
退换鞋的商标断裂
不错的，跑步时候穿
啦啦啦，送人的，还不错啦
穿起来舒服，感觉鞋头的位置做工不算太完善，其他方面没什么问题。GEL挺不错的。基本上满意。
物流很快，鞋子看着不错，买之前看评论很多人说偏小，试穿了下，脚板不宽的按正常运动鞋码数买。明天跑个十公里后再写追评
搞活动买了 今天刚到 试了下 大小还不错 期待运动效果
外观漂亮，适合廋脚型，穿上走路脚感软和，全靠鞋垫，做工略有瑕疵，可以接受
平时穿40码，这款41.5合适，刚穿上出去逛街就被雨淋了，好心疼的说！
科技感强，透气性高，外形轻巧。第二次买了，总共四双，感到越南，印尼制造的，比国内圣富的品质控制要精细一些，不应该这样啊？！
鞋子不错，比较合脚，码数也很正
鞋子质量一般吧 给爸爸买的 总感觉有点假 尺码和耐克的一样 希望耐穿点
这款适合夏天穿，轻便透气，鞋型好看。
是我穿过最舒服的运动鞋！！！轻便、合脚、透气，还好看！！！
鞋子大了一号，脚不肥大的买正常码，垫个鞋垫穿刚好。鞋子很舒服。
这个牌子有最大码，还挺划算
一直穿这个牌子 一直觉得很赞 还会一直穿下去
愉快的一次购物，鞋子很好，脚感不错
轻便，透气，还可以
穿着跑步感觉不错。
很轻很透气，穿着挺舒服的
此用户没有填写评论!
在这家店买过几双了，还是老毛病，胶太明显了
蛮好，第一次入脚亚瑟士，打了会球，效果不错
买给老爸，很合适很舒服
鞋子不错，以前买过挺舒服的！
非常好，很喜欢很喜欢，希望越做越好
好看，很舒服
还好吧买给家人的
真是太好了，没毛病！
618给老公买的，赞！
一如既往的舒适
好评，儿子说好
是正品，非常好
穿着很舒服
不错 刚哈更会哈更刚哈更会哈更
我就想知道我的吊牌怎么是被拆掉了的?而且有一股味，胶也很明显&hellip;&hellip;
好看(｡･&omega;･｡)ﾉ♡穿着挺舒服的,这鞋比以往的军舰型好看多了
鞋子质量跟透气性都非常好，不多说，上图
非常没有商誉，服务态度恶劣的商家，该鞋码数偏小，协商一致换货，但收货后商家以货品有穿着痕迹为借口拒签并拒绝换货，大家要擦亮眼睛，不要被商家的花言巧语迷惑而上当受骗，最后提醒一句，此鞋和该商家一样，都是水货，大家小心，切记切记！！！
第一次买大了，选择退货后重新购买，很快就收到货了。客服kaka很热心哦。鞋子还没穿，看着还不错。
今天试穿跑步了，脚感不错，脚步包裹也很好
弹性一般，毕竟价格在这。但是作为专业跑鞋甩同等档次，甚至高一个档次的耐克阿迪好几条街
没穿就好就开胶，不开心
此用户没有填写评论!
鞋头稍窄，脚掌较宽的话最好买大一码
还没有穿等穿过后再来评价看着应该是不错的亚瑟士跑鞋之王
质量挺好，轻便，透气，特意拍大了一码。
收了运送费，结果寄韵达，贼慢，说是旗舰店，其实不是官方的，鞋还不错，但是缓冲并不是特别明显
发货速度很快，穿着也比较舒服，活动购入，比较划算的
忘评价了，买过好多次这个牌子了。鞋子好穿
一只穿这个品牌的运动鞋 一如既往地好
挺好的，透气轻巧舒服
下次追评吗？有点硬。没有起到什么缓冲的作用。
我自己脚肥、还可以
做个比较吧，和同等价位的美津龙比：名气略较美津龙大，外观各有千秋，柔软与弹性相差无几，包裹性美津龙略强，鞋子偏大，比如脚长26cm的鞋就比其其它品牌同脚长的略大点点，鞋底不是橡胶大底，不如美津龙的橡胶大底耐磨抗戳。
穿着舒服  好评
穿着舒服
透气，穿着舒服，建议比平时大半码
质量不错，跑步鞋就认亚瑟士，嘿嘿，这双款式不错穿着也酥服～
穿起来感觉不错，晚上跑步试试看
穿着鞋子几天了，跑了两次步，感觉缓冲很好，鞋子质量不错，性价比很好！  应该是正品，好评！我是第2次购买ASICS的跑鞋了。运动鞋我平时穿40码的，ASICS这个鞋码子偏小，我买了40.5码的，大小正合适。 快递蛮快的！
品控质量呀，这么明显的缝线都漏在这里，正常不是应该胶水粘接的吗😓，管理管理有待提高，鞋子上脚还是挺舒服的
还是可以，比较轻，但是踩起没感觉
还好   穿上感觉不是很年轻🌞
还可以，主要是便宜十五十五十五十五十五十五十五十五十五十五十五十五十五十五十五十五十五十五十五十五十五十五十五十五十五十五十五十五十五十五十五十五
东西没问题，但就是鞋这么硬是怎么回事？我120多斤穿这个鞋跑起步来硬是跑得我膝盖疼。我选错了？
穿着舒服，可惜没有41的，直接跳过去了，这码数设计的&hellip;&hellip;
鞋子做工一般，溢胶太多。晚上穿上试跑后详评。
外观一般，感觉穿着还行
不错，很舒服轻巧，就是GEL的感觉不是很明显&hellip;&hellip;怕是体重不够啊&hellip;&hellip;
缓冲一般，没有老款中底材质好。重量还行
还可以，但是胶水痕明显， 做工一般。
买了43号，但感觉小了一点，换了大一码的 卖家很耐心
很好，很软 透气性可以，但夏天太热了还是会捂脚
